,Unnamed: 0,Content
924,1496,"Inmigration & baggage claim is one of the best of all latin america, too fast (no more of 5 minutes of holding) the terminal is too small and the wi-fi services doesn't have a big reception but out of all of this, it's a great airport."
925,1497,"Good Airport. Loved the architecture and easy to go through. Not many queues in security or customs despite the fact it was international departures rush hour. For my flight to New York, Avianca gave me access to the Copa lounge, which was nice. Overall satisfied with the airport"
926,1498,"This airport isn't near to the city, it's a 45 minutes (aprox) ride, but the view when you are close to Medellin it's amazing. It's an old airport with restructurations, nice architecture and easy conections."
927,1499,"Excellent airport, despite being a terminal with regional and domestic operations, it has excellent facilities and extremely pleasant service. It is currently being expanded to proceed with internationalization."
928,1500,"It is a great airport. The best in the region I would say. I can't wait for it to be international... Los Garzones is a regional airport that serves the fabulous pearl of Sinú, Monteria. sdfdkfdskfjpdsvpdsds fdsbgdgsdgdsgc xvcgdsgvxvxvx bxbxb"
929,1501,"It is a great airport. The best in the region I would say. I can't wait for it to be international... Los Garzones is a regional airport that serves the fabulous pearl of Sinú, Monteria. sdfdkfdskfjpdsvpdsds fdsbgdgsdgdsgc xvcgdsgvxvxvx bxbxb"
930,1504,"When I visited the airport was small and very old, but right now it's under construction the brand new airport."
931,1505,"PEI surely needs a facelift, which fortunately is coming. The only lounge is microscopic, however there isn't room for anything bigger as the airport is also very small. If you have a morning flight, you will very probably be delayed because of poor visibility regardless of the airline you're flying. Fortunately, this won't be a reality for much longer as the ILS approach (which will enable very low visibility approaches and even automatic landings) will be completely installed by December, and the brand new terminal will be here by June next year. You really see the building coming to life, and I think it'll be great and hope it gets here quickly!"
932,1511,"The highlight of this airport is certainly its brand new VIP lounge, which had recently opened. The room has a very beautiful decoration and good options for drinks and food, even in the form of quick foods such as snacks and the like. With a view of the runway and a good Wi-Fi connection, it provides a lot of comfort to passengers who hold their flight there."
933,1512,"Simple airport but provides the necessary means of arriving on the island. The best way to get to the center of everything is on foot, although it takes 20 minutes to walk, at least in our opinion. What surprises positively is the EXCELLENT lounge recently opened at the airport. Very beautiful and very tasty food options, it pleasantly surprised us."
934,1513,A Very Beautiful Airport. And Excellent Attention and advice from the Staff. Police service all the time. Very Nice.
935,1514,"On this day, the air conditioning in the waiting room was not working, the runway under construction did not allow the aircraft to land at the correct time, delaying the flight's departure by more than 6 hours."
936,1515,"San Andrés is the crown jewel of our country, is a paradise but the entrance door of the island, the airport its really bad, its old, small, some areas do not have air conditioning... Colombia needs build a completely new airport in San Andrés."
937,1517,Basic but functional.
938,1518,No wi-fi.
939,1519,Nice Airport...Friendly service!..plus you can smoke around :)..
940,1520,"It's pretty far away from the actual city and getting there would not be economic. The airport itself it's small, but nice, tidy, easy to go all over it and have nice facilities. The runaway it's to short for such an important airport."
941,1521,"Decent small airport, newly renovated, looks nice, location is even better. Just wish they'd turn up the AC a little bit."
942,1522,When I visited the airport was in construction the new terminal so I have to come back again to see the new airport.
943,1528,"No currency exchange at the airport. The Air NZ lounge was nice. Great view of the mountains from the airport. Plenty of space in the waiting area. The wifi sucks for uploading, and i had the stra alliance lounge wifi, not hospital wifi."
944,1529,"Steamy arrival, at 6.15am, deplaning onto the runway which is quite novel for the size of plane (777) but contributes to the island experience. Airport took a long time to process us through, but serenaded both incoming and outgoing by Jake Numanga on a Ukelele, he is still doing this (rated 4 stars because of Jake). Handed a bottle of water and a liana necklace. On the way back out, for 8.15am flight to Auckland, shuttle bus pick up time was 5.00am, arrived at 6.45, which for those of us used to strict '2 hour check in times' is pretty scary. They were really laid back about it and this is usual here."
945,1533,"Small, but expected"
946,1534,"LIR is an experience, I'll tell you that! The roads to the airport, depending on where in Costa Rica you're driving from, can be bumpy, unpaved roads, or perfectly smooth asphalt roads. The check in area is crowded, undersaffed, and hot, as the AC is not avalible until the post security area. Frontier check in was OK though, but American and Delta looked rough. Our first time flying through LIR, security took us upwards of 90 minutes, so be prepared! Lucky for us, we got through in about 30. The agents are nice though. The waiting area seating is hard plastic, so don't count on a relaxing chair after all that standing in line. There are some nice big windows with runway views. They do offer free WiFi, which is a nice touch. The food and retail is extremly overpriced, and meh at best. As far as I can tell there is no lounge here. This part of Costa Rica is beutiful though, so that helps!"
947,1535,"People are amazing, but the terminal is packed and not air conditioning. Also, food is very limited and extremely expensive."
948,1536,"This is a small, but well laid out airport. Almost the exact opposite of San Jose intnl. It took us only a few minutes from check-in to get through security and into the lounge. Lounge itself isn't bad. Some buffet food, a beer tap, etc. Best part is they have a side room by the bathrooms that is a perfect place for kids. No toys, but cartoons on the TV and out of the way so you don't bother other people."
949,1537,"Very Very efficent airport, some should take an example from them..."
950,1539,"Immigration was slow for the number of passengers and the queue was very disorganized. The airport is not easily accessible by public transport, so if you don't want to rent a car, the only option is taxi or Uber. For those who rent a vehicle, it is a little easier due to the transfers that rental companies offer."
951,1540,"Check-In and Duty Free was fast and efficient, the terminal is very clean and modern, there was no delays, also the Copa Club offers very good options"
952,1541,"It's been many years since I flight for the first time so this one was like starting over again and everything was fine, the lines weren't too long, and the migration process was pretty quick actually."
953,1542,"I am from Costa Rica but saddly the food in the airport is extremely expensive, more than that regular airport with all the basics available"
954,1543,"Immigration was doing its best to deal with at least three arriving flights at the same time, and polite when you reach the desk. Despite that time, bags were not at the carousel for another 30 minutes. Dingy meet and greet area outside."
955,1544,"Medium-sized airport, but with everything you need, clean and spacious waiting rooms, attentive staff. With all the accessibility for all types of people. All kinds of shops for travelers."
956,1545,"It's an easy-to-use airport because of its size. The check-in process is fluid and smooth, the gates are very well identified."
957,1546,Small. VERY EXPENSIVE FOOD AND DRINK. some views of the runway. Lots of seats although it gets busy around the departure of the few longhaul flights in the late afternoon.
958,1549,"Quite a large regional airport at the southern corner of croatia. It has everything you may possibly need, albeit the offerings may be a bit on the expensive side."
959,1552,"It was a very small but well organized airport with one exception, they mixed 3 flights at the same luggage claim and it was a bit messy"
960,1553,A small airport easy to navigate. Security was fast. Not much in the way of refreshments available and like all airports they are overpriced. Airport is a fair distance from Dubrovnik and taxies are expensive but an airport bus is available and relatively frequent. Arrivals might involve small queue at immigration
961,1555,Nice small airport although getting bigger but security check fast. Airport though is a long way from Dubrovnik and costs in the region of Euro35-40 in taxi to get there
962,1557,"The airport is about the same size as Doncaster Sheffield (Robin Hood) Airport, however due to the great amount of passengers the airport is very crowded, and not what one could call a relaxed atmosphere."
963,1558,"Check-in was super fast and stuff was so friendly. Security check was also fast even it was so detailed. Terminal facilities is so good for small airport like this one in Dubrovnik; good wifi, comfy chairs, food is also good,..."
964,1563,"For s very small airport I was surprised by how good Pula airport was, Upon arrival immigration was very smooth and bags arrived quickly. On the return trip, checkin was efficient as was security."
965,1565,"As other travellers have noted, Pula is a small airport. Access from the road is first class and everything inside the airport works smoothly. Plenty of seating. One of my favourite airports."
966,1566,"This is a very small airport, only 4 gates. It is well organized and the atmosphere is good. Old fashioned check-in with paper boarding passes, split and the larger part collected at the gate. Passport control when we arrives, Croatia not part of Schengen agreement. Effective and did not take too long time. Overall, a good experience for a vacation week in Croatia."
967,1567,"Nice little airport with very friendly ground staff. Everything is located closely together and it doesn't take one very long to check in, go through the security check, etc. Unfortunately, the WiFi was terribly slow."
968,1568,"Small, but cool airport with great people who works there. Airport have own exit from motorway and that is good. I said, airport is small, but is nice and functional. For me, its stupid that the gates are on the floor so older people have problem there. But, its ok, you need more flights and that aiport will be more better in future! :)"
969,1569,"Small but nice airport with own exit from motorway. Friendly stuff, easy to find everything what you need. The gates are on floor, so you must use ladder to go in plane. Like this airport, much better than airport in Rijeka."
970,1571,"Love the 70s style terminal, only arrived looked very basic and hasn't been updated from the feeling when walking through"
971,1572,It is a nice airport with nice and professional staff. Fast check in and securty. Everything was going smooth. I am always happy when i take off from Rijeka. Great car rental service at Last minute rent a car. Great vacation.I recommend to everyone.
972,1573,Great great airport with beautiful nature and very friendly people. The food is excellent. Outside is a very peaceful and hear only the sounds of birds. Most beautiful island. I recommend to everyone.
973,1576,"I love Split airport, as everything is always speedy, and everyone who works there is so nice towards everyone."
974,1577,"The split airport was good on arrival, however returning to departures. Security staff were very rude and departure lounge was very small."
975,1578,"The only thing I miss in this airport are boarding bridges, it would make more efficient, also they need to build a taxiway alongside the runway to improve safety and have more fast take-off and landing. Also more food kiosk needed on departing hall. No automatic check-in available"
976,1579,"The only thing I miss in this airport are boarding bridges, it would make more efficient, also they need to build a taxiway alongside the runway to improve safety and have more fast take-off and landing."
977,1580,"A very nice terminal; free WiFi available in 60 min chunks; however, only one fast-food like option to eat before security."
978,1581,Airport was soooo quiet. We were the only flight on the board! Felt like travelling on private jet. All good.
979,1582,I took a domestic flight so my experience was some what limited. Check in and security was easy but during COVID-19 pandemic it’s is everywhere currently. Departure lounge was fine with a good view of apron and incoming flights. Good options were limited at the single shop by the domestic departure gates.
980,1583,Easy access to the airport by line 37. Check-in as well as personal and border control quickly and without queues. Beautiful view from the terrace to the runway. Free and fast wi-fi.
981,1584,"Everything is newy short ways to walk, a viewing deck, lots of bathrooms. Also a good connection to Split with a shuttle service."
982,1585,"Self check-in was absuletely terrible, you can print your boarding passes, your baggage tag, but you cannot scan and send the baggage away yourself, you have to go to the normal chceck-in counter and have staff do it, obviously this means standing the queue, which renders the whole self chceck-in pointeless."
983,1587,Overall very nice airport with some AC and a lovely spotting terrace outside. Only 7 Gates but very modern and relatively clean.
984,1588,"Small but convenient airport, with everything you need and a outside terrace right next to the apron."
985,1589,"Very nice little airport. Great view of the apron from the outside terrace, always walks over the tarmac to the aircrafts, really nice for aviation lovers."
986,1591,"There are regular express buses from the main coach station to the airport taking about 30mins. There is a large concourse with a cafe bar outside departures which is a sun trap in the right weather and gives good views over part of the runway. The departures hall is spacious and, when I passed through, almost empty. I didn't spend too much time there as I had checked-in online. From boarding pass check to clearing security took 10mins. I felt that this was good since there was a large queue. All of the channels were open and there were several loading stations per belt, so the queue moved quickly. The queue for immigration was equally speedy. The immigration officer was friendly. Airside was quiet too. There is a small number of facilities airside, all of which had free space. I didn't notice anywhere serving proper meals. Nor did I notice any water bottle filling stations. My flight was departing from gate 17, reached by an escalator at the left hand end of the concourse. This is a small area with a simple facilities. There is probably sufficient seating for the number of passengers that a CRJ900 can carry."
987,1592,"There was no queue at the non-EU passport control desks and I was at the baggage reclaim very quickly. There was same delay before the baggage conveyor started. Apparently, 20 minutes according to the display. I was staying close to the airport, as my original flight was due to arrive at 10pm, while this one arrived at 8pm. I had arranged to be picked up at the airport by the accommodation that I had booked. I made contact after I’d cleared customs and was picked up about 10 mins later."
988,1593,Flight back was 2 hours late due to freezing fog in London. Once back at Heathrow it took 2.5 hours for the baggage to be delivered. Why it took so long to remove a couple cargo boxes from a plane and take them to baggage reclaim who knows?
989,1596,On line Check-in did not send boarding card forcing us to a queue even checked already. Police border unpolite. Low quality restaurants
990,1597,Very quiet and clean airport. The boutique area is a bit small. I regret that the tram or a commuter train does not stop at the airport.
991,1598,"A peaceful little airport, and a very modern terminal and easy navigation outside and inside of the building. Odlično!"
992,1599,"It is a great, modern small airport. Even very short transit times (30 min) are easily doable here. And for longer stays Wifi, several stores and food options are available."
993,1600,"Airport after small kid sicknesses on very beginning, now become modern and user friendly. No complaint at all."
994,1602,Poor or non-existent air conditioning in tropical climate. Slow passport control. No PA system or information displays at the gates.
995,1603,"This trip, the swab was done on arrival in the terminal,,,in November , the swab was done at the hotel"
996,1605,"A delightfully small airport,immigration and customs is easy and who can complain about 2 ice cold beers for $5.00 CAD."
997,1606,Cayo Coco airport was a very small airport with not very many facility's. The toilets where satisfactory and well maintained. There where some shops to buy things that you can not take through security like honey and Duty Free. Overall the airport was Ok.
998,1608,"Great little airport, very practical and close to all the resorts. Customs and Immigration was a breeze, but then again, we were the only flight into the airport that day."
999,1633,"Terrible rental car parking markings! Had to loop once after i took the mandatory left turn at the smaller roundabout, then got in the wrong parking. Put some signs, people!"
1000,1634,"It was alright, everything there, the private transfers, but I didn't really like the staff, but it was enjoyable"
1001,1635,"A little slow on the baggage coming out, also being a Business passenger with so called priority luggage waiting 20 minutes after the first bags appeared, isn't my idea of priority."
1002,1636,Hi! Larnaca airport was not so good. the check in took almost an hour and the food was really expensive
1003,1640,"Very poor service at check-in, almost appeared as though they weren't sure of what they were doing. No fast track for Business passengers and no priority boarding."
1004,1641,"Very poor service at check-in, spent 20 minutes talking to each other rather than starting the process. No fast track for Business class passengers."
1005,1642,"A small but very clean, nicely laid out and Hassle free airport. Check in efficient as was security. A larger than usual duty free area, plenty to relieve you of those surplus euros! The options for dining are quite limited but in keeping for an airport of this size i’d say. No long walk to the gates which all appeared to be serviced by air bridges, so any prevailing weather rendered irrelevant. My arrival here also went without incident so, taxis right outside, nice and handy. Overall a very satisfactory experience."
1006,1643,"Small airport but so quick and easy to get through, staff nice and not stressing like some countries. Smooth path through customs ????"
1007,1644,"Very good experience today, efficient and friendly service throughout. A quiet morning but all facilities were available"
1008,1645,Airport is VERY expensive as far as airports go. Expect to spend EURO15/20 per person for a very basic meal with a soft drink. The check in and security process is probably the most efficient I've ever but the rest of it lacks in staff proactivity.
1009,1646,"Basic airport with basic facilities. The food outlets airside we saw were rubbish and as usual, a rip-off. Taxis are also a rip off. Always refuse the first price as they negotiate. I actually walked away and the driver came after me to offer a lower price."
1010,1647,Baggage claim took really long and they didn't even bring the buss we were supposed to go on so we had to walk in the boiling hot weather the toilets were clean enough and staff were nice
1011,1648,"Departing Pafos is difficult due to Cypriot Covid restrictions. Check in and immigration are OK. What let's it down is the departure lounge. Every other seat not in use, so departing at weekends is hit or miss whether you get a seat or not. Announcements may as well be al in Greek (they are in English 50/50). Impossible to hear and actually a waste of effort."
1012,1649,Arriving in Pafos is OK now that Covid testing has stopped. Still needed my Cyprus travel pass and Vaccination certificate. Baggage claim is hit and miss.
1013,1651,I had no problems with this great airport It such a nice airport nothing bad i have to say about it!
1014,1652,Brilliant Service Quick through security. Great food. Can recommend central bar. Our flight was so well boarded.
1015,1654,"The airport is rather smaller. Only tourists fly in and out. Generally older facilities, queues at check-in, toilets average. Airport Lounge is quite small, but it doesn't offend or impress."
1016,1655,"Bus service links Brno train station and city center with the airport. Runs frequently. You only need an hour before the flight, as not many flights go out of Brno."
1017,1657,"At the time of this flight, the terminal was the older structure that has since been rebuilt and more state of the art. Entry was a breeze."
1018,1660,"A small provincial airports with its ups and downs. Getting there is an easy 28-minute bus ride from Brno central station, with convenient connections to Prague, Bratislava and Vienna. Only 6 gates and a single security checkpoint, two shops and a basic cafeteria. Were it not for the overzealous security staff, flying from BRQ is like taking a train."
1019,1661,Smoking AREA !!!!!!!
1020,1666,"Small regional airport with friendly staff. Immigration after arrival from non-schengen country was smooth. Public transportation to the airport is little user unfriendly, even though there is a train station at the airport, but you can always call a taxi to the city if needed."
1021,1667,"Trip OSR-PRG. Fast check-in (only me), super fast security (only me), but boarding was quite slow.. 4 persons at gate at the same time :/"
1022,1669,"Since the airport is small airport staffs have really a lot of time to check all passengers very carefully, I have never had such a detail security check like there, not even in USA... in 3 metres my ID was checked 2 times, even I flown to Italy, which is apart of schengen area and defacto no document check should not be needed... A miss at the gate was quite rude and was yelling to passengers in my oppinion for no reason (older people stood in a priority line...) otherwise all was quick."
1023,1670,"OSR is a small and sleepy provincial airport but it is also the only one in the country which has a direct rail link to and from the city it serves. I had to get a flight at 5.30 am, so I took the first train from the Central Station at 3.57 am and was at the airport exactly half an hour later. The check-in was quick while the security check was maybe a little too thorough but I guess they can afford to spend more time on each passenger when there aren't too many of them. The transit hall wasn't dead despite the early hours - there was a shop and a café open. The hall itself is rather spacious with plenty of seats. Furthermore, there is a business lounge in one end and a smoking cabin in the other (unlike PRG where the only chance to have a smoke is in a cafe provided that you invest in their expensive beverages). There is free wi-fi throughout the terminal (240 minutes per day). The connection was suffficiently fast both for my phone and laptop but if you need faster internet, you can also get it by paying a small sum to the provider. Boarding is quick and efficient with bus transportation to the plane. All in all, a very civilized experience without any hassle."
1024,1671,"Small local airport, nice hall, fast check-in and security. To get there is bit tough, but for airports like this it is I think normal. Overall rating is pretty good."
1025,1672,"Good accessibility, clean lobby, quick check-in. Slightly more expensive restaurants and stalls at the airport. The possibility of a good train connection to Ostrava and beyond, but it must connect to the plane. If it does not connect, there is no other option than individual transport by car, because buses do not go there very often. :) --- Good getting to the airport, clean and modern, fast check-in, friendly staff, but a little bit expensive restaurants and kiosks there. There is a chance to get to Ostrava by train, but the train must go, if not, only individual transport is possible, because the bus goes very rarely. :)"
1026,1673,"Ostrava airport is a straight-forward facility that serves its purpose well. Nothing less, nothing more."
1027,1674,"Free WI-FI is missing the most, the lobby is tidy and clean, check-in is fast, restaurants are expensive. There is a great lack of regular bus lines connected to flights from catchment cities. On the way from Příbor for the third time! year, the ongoing repair of one bridge and the closed road from the highway greatly complicate transportation to the airport."
1028,1679,"Overall very good airport with a cheap Lounge, different duty free, including non perfume ones. The airport is very good for plane spotters because from the gates tye runway is visible. There is also a spotting spot outside of the airport. On my last flight the airport has been evacuated because of a start of a fire. And everything went slightly everyone was outside in no time."
1029,1680,"First time departing from Praha airport terminal 2. Getting to the airport is easy but a bit far from the Praha center. You can take the metro or the tram till the Nádraží Veleslavín metro or tram station and you can find easy the 119 bus stop that is near the metro exit to go to the airport terminals 3, 1, 2, don’t forget that you have to take a luggage ticket that no one tells you to take it but better be safe than sorry if you have a ticket control. In case you missed the terminal 1 stop you can walk from inside the terminal 2 to terminal 1 from a connecting corridor (8 minutes) but you can’t go to terminal 3. The check-in desk at this airport are quit different from other airports because they’re in the middle of the terminal and not at the back wall like most of airports. You have to find the classic big airport screen that you will find your check-in desk number and not the modern screens with the departures. In overhaul my check-in desk was easy to find and my check-in was fast. The security check was fast and not under pressure. They was a lot of people at the normal waiting line and ones you arrive at the security check desk you can stop at the one that have less travelers waiting. At the check you can find bags for liquids to take as many you need, after that you find a staff member that explain to you what to take off from you to be X-ray and also if you need to take off your shoes or not, if yes you can’t find some plastic bags for your feet to not walk directly to the dirty floor. The terminal facilities are good at terminal 2 expect that you don’t have a lot of resting areas you have to go to a gate to see and rest their but you can find different things to see in the terminal waiting for your flight or that your gate appears to the information screen, you can find also a special waiting area with services for travelers with disabilities witch is easy to find. Food and retail services are good you can find a lot of duty free shops and also a good amount of choice for good food stores and bars with local beer. I didn’t had a lounge access so I can’t tell about it."
1030,1681,"Getting to the airport is easiest with metro and bus, but it would be good if the metro goes directly to the Airport. Passport check was fast, but getting through the narrow lines is not that easy with hand luggage. It's bright at the terminals and you could easy watch the planes landing and taking off. There are lots of shops and food options."
1031,1683,Clean airport. number of peoples is okay. Bus AE(Airport Express) is stopping litteraly few meters from the airport
1032,1684,Good and clean airport. Wifi is realitivly good for that it is n airport. But only issue is food price and security checks it is so slow
1033,1685,"Baguette for 160 KC - it's served on plates of gold or wtf ? Immigration were fine, quick, no problem, no weird questions, worked as expected."
1034,1686,All the luggage did not arrive at the baggage belt until the luggage from another flight started arriving. There were 30 people from our flight waiting for their luggage and no one knew if the luggage was lost or not.
1035,1687,"Really good airport. Lots of shops, good navigation and the airport is really cleany. I'd love to fly from this airport."
1036,1689,"The new facilities for immigration and luggage are impressive, and quiet for those who new the old ones - even if my luggage took 45' to appear today"
1037,1690,"The new airport facilities are great, as well on arrival as on departure. Although on departure there are still too many checkpoints. Also, once on the tarmac, under the burning sun, we all had to queue again for 3 other checks before boarding the plane. P.S. I don't see the need of checking the international vaccination card on exciting."
1038,1694,Very nice airport with free parking. Friendly and helpful staff. One of the best lounge I ever have been at
1039,1695,"Aalborg airport is a nice airport to fly from. free parking, easy to find your way around the airport, easy check in and happy and pleasant staff. following flight airlines fly from Aalborg Airport. KLM, Lufthansa, norwegian, SAS, Jettime, Thomas cook, Vueling plus many more. Good trip..."
1040,1696,"Definitely my favourite airport by a huge margin. Easy to locate, access and no queues at all. Staff is friendly and very helpful. Only one major ""tax-free"" shops as opposed to CPH or LGW with multiple shops."
1041,1697,"Relatively small, and not that busy, but a few flights now and then. Very clean and effective. My favourite airport by far! Very fast security and great selection of foods, drinks and goods from the couple of shops."
1042,1698,"Brilliant regional airport, free parking, easy to come to and from, close to the city. Refurbished resently. can only recommend. Nice duty free, friendly staff, easily accessible. Check-in is easy too as there are many machines for self check-in."
1043,1699,"Getting to the airport is easy. As the airport is only a small one, there are no expensive airport busses - all busses serving the airport are just regular busses. Check-in is easy too as there are many machines for self check-in. Please be aware of the fact that it can take some time checking in baggage. Security check are good with an average waiting time of 0 to 5 minutes depending on when you're travelling. Terminal facilities could be better, althrough they are really good as they are now. Food are just as expensive as in any other normal airport."
1044,1700,"Brilliant regional airport, all just refurbished. Nice duty free, friendly staff, easily accessible. Abundance of free parking just outside terminal. Growing in terms of number of destinations. Probably the best regional airport in all of Denmark."
1045,1701,"Newly renovated airport not far from home. It's not a big airport, which definantely is a plus."
1046,1702,"Nice, airy, good areas. Children's room and check in & security superb."
1047,1703,My second home. I fly from here every second week! :-)
1048,1704,Fantastic airport. Love that you can walk from your parking and under two minutes later you're on the other side of security.
1049,1705,"Aarhus Airport is a wonderful airport, it's always a pleasure to fly from there. There's two things I wish in the future; 1. Letbane (light rail) from Aarhus to the Airport. 2. Motorway all the way to Grenaa"
1050,1706,No doubt that the big renovation Aarhus Airport have made is a game changer. It's good to see more companies join the airport.
1051,1707,AAR has undergone a massive upgrade. Lovely airport to travel from now. The terminal is basically one big lounge.
1052,1708,"Brilliant airport where everyone can get a first class experience. Great lounge, great furnitures, great food and a lovely playroom for children."
1053,1709,"Aarhus Airport is the best airport I know, not because they have loads of shops that I like or anything like that. They only have two, one before security and one after. But I still yet love this regional airport, it's once again the best airport I've ever known. Customs were quick, mainly because there weren't any. The baggage arrived fast aswell."
1054,1710,"Aarhus Airport is the best airport I know, not because they have loads of shops that I like or anything like that. They only have two, one before security and one after. But I still yet love this regional airport, it's once again the best airport I've ever known. The baggage claim is always quick, same thing with customs (Mainly because the customs aren't really being used). Overall, 5/5 star airport."
1055,1712,"Well..... A small local airport, in the middle of nowhere. That's basically what this is. A single carrousel, a single mens room and a single womens room and a immigration officer. That's what you see when you enter the arrivals. Very Scandinavian 70's tiles on the floor - yes, the brown ones, and well just far from anything really. Not like Stansted or Aalborg at all!"
1056,1715,"Lovely, tiny airport which has everything you need. You can grab something to eat, shop for snacks and souvenirs, all without the crowd of a big airport. And there's a LEGO store!"
1057,1716,"Small, fast and good restaurants. You have everything needed. But very shitty location and public transport."
1058,1721,"This small airport is a short bus ride from town for a reasonable price. The airport was quiet for the first few flights of the year. Security only took 5 minutes, even through my backpack had to go through twice. My camera was the problem. I long for the day when security rules are the same at every airport. There are few facilities airside. There are very few toilets and only a bakery for food and drink. There wasn't much seating that I could see. I departed from the far right of the terminal and once through the barrier there was a small seating area with tables and chairs. Large enough for the small aircraft that I was departing on. However, the barrier is at the bottom of a stair and there is little space while we were held there for about 10 minutes."
1059,1722,"Small quiet airport but clean, modern and efficient. If you want to get a train to anywhere else in Denmark, you need the bus to Vejle as there is no train station in Billund ????"
1060,1724,"One of the smaller airports but very nice, clean and effective airport. Very fast security check and nice personal. Easy orientation through the whole airport. Easy access to the gates."
1061,1726,"Quite convenient except a bad choice of location for the charging port at the gate, as the brick for the charger wouldn't stay as it hit a slab under it."
1062,1727,180 DKK (around 25-30 USD) is a bit too expensive for a sandwitch. A hard pass for anyone wishing to have an airport meal.
1063,1728,"One of the worst airports in Europe by the facilities and security check. Public transport is good tho. Very slow security check, old machines, you have to take out everything from your bag, they frequently send your baggage through again. The food facility selection is the worst, and they close around 9-10 pm. There is nothing to do there. Very bad. All lounge close very early."
1064,1729,"I think that the only people in the immigration queue were from the same flight as me, and since I was near the front of the aircraft, I was through in a few minutes. My case was already on the carousel when I got there and after buying my ticket; had only a few minutes to wait for a train. Very speedy and hassle free."
1065,1730,Alot of ways to get to the airport via train. Chech-in line quite short and it went fast. Security quick and alot of stores and resturants. did*t try the WiFi
1066,1731,"The check-in process was slow and quite cramped--it seems the airport is running out of available space for check-in counters. Otherwise, emigration and security was very efficient and there were plenty of food options in the gate areas."
1067,1732,"The terminal seems to be showing its age, as the arrivals corridor was old and cramped, and the bathrooms were very small and quite dirty. Immigration and the baggage claim process was smooth, and finding the metro was very easy."
1068,1733,"Getting to the airport was nice as it was cold and a bit busy, not much services but there is a self-service starbucks machine which is quite cool. WiFi was actually quite good. No immigration as its a regional flight. Baggage claim was not so great as the room is small and busy. Overall great airport for a city like Copenhagen."
1069,1734,"Just fine. We stood at the check-in for two hours (BEFORE security) because our ticket wasn't available. Not going to be flying BA/AA Codeshare anymore. Absoulutely crazy. The check-in area was very dimly lit, making it hard for the seniors in our group over 85 years old, to see. Security was fine minus some jackass arguing over a 24 OUNCE bottle of moisturizer. Please learn and follow the rules, you will not win, especially against a danish security officer!! Very well handled. So much for zone boarding. Zone was called and they didn't enforce the boarding process at all. I was in business class to LHR and people just stuck their giant roller bags up front I before walking all the way back to row 328, so I had nowhere to store my bag. Oh well, not trying to whine or anything but it is annoying getting run over helping your grandmother who needs extra time and space by some impatient tit. Staff was friendly though. We were delayed seemingly endlessly because a tug from 3 gates down couldn't push an aircraft back? I am an aviation management and flight technology major and that made no sense. It is what it is."
1070,1735,I live near this airport really good! Alot of food places and toilets around the airport i give this a 4 star rating!
1071,1736,"Small Airport, fast and easy. Not a lot to do. No regular bus service, but you can call for one, thats much cheaper than the Taxi. Would i fly here again? Yes- but id arrive shortly before departure, because there is not a lot to do here while waiting."
1072,1738,Quick and simple passage through the modern airport. Simple check-in procedures and short way to the aircraft.
1073,1739,Modern smaller airport. Quick handling through the terminal. Both self service and counter check-in available.
1074,1746,"Airport is in a good location, lots of cabs , negotiate the price first. Keep in mind the main highway is closed due to a bridge being out and the detour around can be a nightmare, it's possible the bridge will be out for the year."
1075,1747,Gregorio Luperon Airport does an adequate job of being a decent arrival airport. We managed to get through the airport reasonably quickly. Be prepared to wait while you pay for your Visa. Baggage was fairly swift but it is a small airport. One thing to note was our bags were off the baggage collection carriage and put to the side - thankfully we noticed this early enough.
1076,1748,lost suitcase found the next day
1077,1749,"I can't complain too much, because Punta Cana is scorching hot as it is, but a little AC would've been nice."
1078,1752,"The airport terminal for arrival and going to exit is pretty good, but for the depatures the desing doesn't look pretty good. On some spots in Check-in is trash. But after that the airport is pretty good"
1079,1753,"Punta Cana Airport is a mess. Uber drivers are not allowed inside the airport area and leave passengers far away the terminals. There were also few signs to show which terminals are each airline at, those who exists showed only the IATA code of the airline, not usual for lay people. The Terminal 2 were on maintenance, which were open and A/C were not working, even with a 40°C heat."
1080,1755,"IT is Hot in there! If you wore a hoodie on the plane there you’re gonna want to take it off asap after you land.Besides the crazy amount of humidity in there it is a fun and easy to navigate mostly…I’ll talk about that in a second.It is nice that some walk ways are outside in the warm Punta Cana sun , that was a nice thing to experience. Something I disliked though was the customs and baggage claim process which was slow moving and it was a maze to get to baggage claim."
1081,1757,"Not a large airport, security check was pretty intuitive and fast with only a small selection of stores. Vegetarian food options were available at Dominos, haven‘t tested WiFi."
1082,1758,"This airport was nice too ... It was really hot in there, people could smoke in it and the roof was made of wood sticks."
1083,1764,"Check-in was very slow, though the agents were quite friendly. It seemed they worked for third-party company ServAir and were not super familiar with Insel Air's systems."
1084,1765,"A pretty small Airport with not too many gates . Its easy to find your gate, the airport has a few shops inside. If you want to eat, eat before passing the security checks, because there are not a lot of restaurants inside the security area."
1085,1766,The airport in Santo Domingo is very convenient. We had no problem with checking in and finding our way to the plane. It isn't an over the top fantastic airport but there is also nothing wrong with it so I wouldn't mind flying into/out of or transiting this airport.
1086,1767,The airport did not plan correctly the flight operations on May 23rd. My flight was delayed 5 hours.
1087,1768,Small regional airport with a very short runway which can make landing experience a bit scary. It has only flights to Quito and not many operations during the day
