,Unnamed: 0,Content
399,1806,"Upon arrival, we got our visa pretty quick and the facilities were actually pretty clean. But as we were heading back to Düsseldorf - the tour guide couldn't speak proper German and the division between the terminals was confusing. At the first baggage check, the staff was really rude and kept yelling at us. The rest was pretty chill"
400,1807,"Horrible! The staff treat the passengers like cattle. They shout incomprehensible orders, they shout at you if you don't understand. They are rude, aggressive, arrogant, contemptuous and discriminating."
401,1808,"This was, by far, the worst airport experience we've ever had. The security people were very unkind and downright rude. They did not want to let the less than 4 year old boy together through the security with his mother, because he's MALE. HE WAS LESS THAN A 4 YEARS OLD BOY!! So, thanks for nothing, Hurghada. Will not see you again."
402,1809,"terrible airport ever. Toilets 2 euros, food overpriced up to 30 euros for fries + burgers and the shops are all outdated. too few staff for too many passengers.."
403,1812,"Long security (two checks). A pleasant shopping area but before the second security checks. On the other hand, absolutely no commerce in the departure lounge (only for international flights) which is really disappointing."
404,1819,Duty free area needs increasing in size and selection of goods
405,1821,"After the baggage carousel, the luggage has to go through a security check, of which there is only one, so several hundred people can only drop off their bags at one carousel, which leads to long waiting times. The terminal is very disorganized and it takes a while to figure out what to do."
406,1825,"Very awful airport. Dirty toilets, no wifi, noisy staff. Security check is terrible! Three Duty free shops, two are EgyptAir Duty free. But vacation in Marsa Alam area is so perfect."
407,1826,POOR SERVICES
408,1827,"airport adapted only for charter flights. Dirty, bad service and focused only on making money off tourists."
409,1829,"toilets were horrible and messy, the queues were so slow it took 2 hours to get through 2 security checks and bag drop"
410,1830,Incompetent staff - fight was delayed because they were laughing around not properly boarding people. No info offered during thus time. WiFi didn't work
411,1835,Russophobes are fucking and roosters. At check-in they ask strange questions and threaten to not let you on the flight. Border guards don’t know what Montenegro is
412,1836,The worst airport staff in the world? I am amazed how terrible the behavior of the staff was at this airport...
413,1837,"They check too meticulously, but more for show than for real purpose. The fast line is simply implemented through a person who, for money, takes you to the beginning of the same line where everyone else is standing (people in the line snort, of course). Wi-Fi connects for only 15 minutes."
414,1838,"17.10.2020 - обычная проверка на входе - обыск босиком, бахилы не предлагают. Через 10 метров 5 человек роются в наших чемоданах постоянно говоря что это в салон нельзя, хотя я им 5 раз сказал что это багаж. Перерыли чемодан полностью, уложить обратно не дают - идите отсюда. После сдачи багажа ещё обыск ручной клади. 15! минут босиком у рамки в ожидании когда закончится перерыв у того кто обыскивает. После ещё 2 обыска. Один охранник забрал хорошую ручку, второй шоколадку. От кондиционера пар изо рта идёт. А перекладывая постоянно вещи и стоя босиком потеешь. После пришлось на борту горячий час за 5 евро покупать. Пятый раз в Египте, третий раз в этом аэропорту. Они одичали. Больше ни ногой в Египет. 10/17/2020 - the usual check at the entrance - a search with bare feet, shoe covers are not offered. After 10 meters, 5 people rummage in our suitcases, constantly saying that this is not allowed in the salon, although I told them 5 times that this is luggage. They ransacked the suitcase completely, they do not allow to put it back - get out of here. After checking in your baggage, you will still search your hand luggage fifteen! minutes barefoot at the frame, waiting for the end of the break for the one who searches. After 2 more searches. One guard took a good pen, the other a chocolate bar. Steam from the mouth comes from the air conditioner. And constantly shifting things and standing barefoot sweat. After that I had to buy a hot hour on board for 5 euros. Fifth time in Egypt, third time at this airport. They went wild. No more foot to Egypt. Sorry my english."
415,1842,Gad an extra day because of snow back home.
416,1843,the location of Taba Airport is not correct. Please correct it. The real coordinates are 29°35′16″N 34°46′41″E
417,1855,Friendly service / friendly service
418,1869,"Given it's an airport with only one daily flight, you can't expect a lot. You get luggage quickly as there are no other flights. Two counters for check-in, one security control line which may have some queue but there's really no need to rush to the gate as there are no shops or bars there. There's also a good airport shuttle service. A minibus is waiting in front of the terminal and takes you to any address in Tartu you want for €5. For the departing flight, you can pre-order the shuttle to your address in Tartu and there are some stops where you don't need a pre-order."
419,1872,"You have to wait at least an hour at the passport control. I had a priority tag on my luggage, they ripped it off not to send it via Priority belt. (everytime I fly to Addis their ground services does the same thing) So DONT WAIT FOR YOUR LUGGAGE ON THE PRIORITY BELT. Once you get your luggage, their is another xray scan before you leave the building, you have to wait at least half an hour on the queue. WORST ARRIVAL EXPERIENCE IN THE WORLD"
420,1873,They took my lighter both times when I was transferring. I made like hundred flights in past years but only here they took the lighter.
421,1875,Chaotic boarding procedure and very little flight information. Travelled through as a transfer passenger.
422,1876,"Fair enough, we arrived very early and we were the only plane on the mass of tarmac in front of the terminal. The part of the terminal we were in looked and felt very old. There were no shops open, the Business Lounge was closed, nothing. It wasn't until we had sat out in the walkway for a couple of hours that someone came and opened the lounge. Wasn't impressed."
423,1880,"We came from an international flight and had to get to the next international flight and the completely unnecessary security check just annoyed everyone. Waiting time around 1.5 hours, sometimes with hundreds of people in rows in a room with a ceiling height of around 2.20 m. The worst thing I've experienced in a long time."
424,1882,"It is a military airport, so you feel like a prisoner of war there. Photos cannot be taken. and everything is guarded."
425,1883,"I fought in the Argentina v UK War of the Falkland Islands for UK but now I am a member of staff at Mount Pleasant Airport I have to say, it has very good facilities and the shop is great, nice to pop in the shop if you are going on a holiday there."
426,1884,The airfield is on the military base so access is restricted. It has three check-in desks and a small souvenir shop. All the handling is by the military
427,1885,Taken to check in way too early
428,1886,Basically MPA is a military airfield linking the Falkland Islands with the UK. It also handles a weekly Lan Chile flight to Santiago as well as some FIGAS inter island flights.
429,1896,Took forever to clear border control before we arrived I had heard of Fiji time certainly happened here
430,1902,TRANSIT
431,1907,Extremely long walk to the baggage claim nowadays compared to the time before the latest renovation. Finding your way to the parking garage P3 is rather difficult and confusing because of the ongoing renovation and missing signage.
432,1908,Baggage claim very slow - waited 30 mins at carousel. Taxi ripoff - got charged €54 instead of normal €27. Now know to always ask the price beforehand.
433,1909,Took over an hour to get through security. Only 3 out of 20 or so security lanes operational. Check in zone crazy.
434,1917,"Lost luggage, poor service in this case. No personal after arrival. Airport open from 05:00, not earlier !"
435,1923,"If you go during finish winter holidays it's awful, but other times it's okay. Not enough seats etc. for the big number of passengers during Easter and Christmas..."
436,1928,The only thing to do is a cafe.
437,1934,ok
438,1935,"Home airport, but not most frequently flown out/in. Small terminal must be fully packed when Ryan Air's 737 departs or arrives. Can watch the approaches and departures from my living room."
439,1936,Really really really tiny airport. Only two toilets and no shop/food service after covid. Customs are really friendly and WIFI works fine for working. Difficult to get to the airport since it's pretty far from Mariehamn (No walkway for the first 10 min until you get closer to Mariehamn City but the airport is on a quiet street so it works if needed about 40 min walk to town)
440,1950,Airport should not allow that many passenger flights since there is no capacity in the terminal. Standing in the queue for the security check for more than 45mins.
441,1951,Where were all Taxis? No free ones in sight despite a full flight arriving. It is still winter in Lapland after all. On the plus side of things: the baggage claim was quick!
442,1955,"The airport is way too small. Whole airport was very crowded, espacially the check-in. Rovaniemi needs an expansion!"
443,1958,raining
444,1963,"Most days 3 fights land around 0:30 in Tampere (From Helsinki, Stockholm and Riga). Getting a taxi can take up to one hour. If you go to city center, take the local TKL bus and if you are going somewhere else, pre-order your taxi online to avoid waiting 1 hour outside."
445,1964,"It really matters are you travelling via terminal 1 or 2. Because terminal 1 is the proper new one, although small - but the size has its advantages. Terminal 2 is the old terminal which is renovated for Ryanair and it is like an old bus terminal. It does not feel like an airport at all, very bizarre experience. This review is for this trip which was from terminal 2 with Ryanair."
446,1965,"The airport is really small, the personnel is kind and check-in and security checks are usually fast. There is one urban bus line connecting the airport to city center (approx. 40 mins) and some shuttle services (approx 15mins) few times per day. Shuttles are just a little more expensive than the urban lines. Taxies are fairly expensive but it's possible to reserve (or call directly for the aiport) an airport taxi for around 20 euros pp. Terminal facilities, food and retail services are really inadequate and fairly expensive. Moreover, there is no smoking free area even though there are outside spaces. The latters really decrease the overall value of this airport."
447,1967,"Very small airport with no real services. But it is convenient to me, I'd rather leave from TMP than driving to HEL"
448,1970,No cafeteria outside the security and inside I think everything sold is made of gold dust if U look at the prices...
449,1973,"Horrible - without services - no duty free - just paper control, no scanner of passport or bordingpass."
450,1974,"Only one security control! Very, very slow! No food services or shops after security control. And not too much space, but quite nice new terminal."
451,1976,"Really small and old terminal. Passenger have to put his luggage on his own on the conveyor. Check-in is very slow. The staff write many things on a sheet of paper what takes time. Not enough places to have a seat. Bording priority pass and ""normal"" pass without visible difference, as if it was one queue."
452,1979,+ small o cheap _ far from terminal 2
453,1983,"Very small airport but all the flights seem to leave at the same time (around noon) so there is a 1-hour wait for the security check! Also: chaos at the gates, difficult to know what queue to join for one's flight... One positive note: arrival was good and quick."
454,1985,"Airport completely overwhelmed on this Saturday evening back. From check-in to the boarding lounge, the whole thing was difficult because it was crowded with people and waiting."
455,1987,small but very convenient when staff is not on strike
456,1990,Horrid doesn't begin to describe this airport. One step ahead of meeting your plane at a private airport with a grass runway.
457,1991,"I was directed to British passport holders queue ( nothing wrong with that ), after several minutes other British passport holders were waved to the European passport holders only queue to join the front of the British passport holders queue so instead of being around 5 minutes of queuing it took 45 minutes to get throigh passport control"
458,1995,"Terrible border control, one single policeman to control hundreds of passengers is a joke. It took at least an hour to check everyone from our flight."
459,2004,"Traveled on 05/27/2019 and really very disappointed. The flight went very well but Bastia airport surprised me by its size which is tiny, by its organization which seems really chaotic. This is not at all practical."
460,2005,"A really tiny airport with no services. The luggage didn't take long to arrive, the only positive point."
461,2009,"The only thing we know here is Cyrano de Bergerac, the airport only offers Ryanair lines which according to studies is more expensive than Air France and offers much less things on board, well done local companies"
462,2011,"mmmm.. not quite what I excpected, security check is awful. the worst thing is when you arrive. the bags are put on a rolling rack not like Manchester,Glasgow EG. the worst bit is passport control. normally there is only one person checking passports so it can take ages and ages to get out. im used to it because I come here 3 times a year because my granddad lives here."
463,2012,"Bergerac Airport is very small. Has about 4 basic check-in desks with no luggage belt and poor security. In terms of food there is a cafe outside the terminal building but it doesn't look appealing. Inside the boarding lounge which is very small there are a few vending machines with all the usual snacks and drinks. When you arrive at the airport the passport control is inside a little hut. There is usually only one person checking the passports so it could take you a while to get through. When you go through passport control your luggage will be on a table round the corner from the passport control. Opposite this there is the toilets and the exit. Word of advice: If you don't have someone picking you up or you haven't got a hire car then you're stuffed, the airport is in the middle of nowhere!"
464,2013,"mmm, bergerac airport. i think that money is a problem here. they dont have basic things like a luggage belt. there is one small restaurant who seems a little bit dirty. there are only 2 or 3 busses going to the airport. so it's quite of difficult to get there. the employees are friendly and you can ask them for help where needed."
465,2014,The worst airport
466,2015,small
467,2017,"""Billi terminal"" is a hangar with 2 shops + the dutyfree, offering you a still bottle of water for 4.50 euros"
468,2018,Worst airport in France. Rude people and approximate cleanliness. It's always longer than needed to clear security check
469,2019,As a part of a disabled group we found that the special assistance at Bournemouth Bordeaux Airport was the worst I have come up against. They were so rude to someone of us. I have travelled a lot over the years and this experience at Bordeaux Airport has been the worst. Ordering us not asking us and would advise people in wheelchair's to avoid this airport if possible.
470,2020,"Pax guidance poor, crowded and hustle security feeling unsafe about your belongings. Just one bakery after the security. Wifi disconnected frequently."
471,2021,"The worst airport I have ever been: passengers have to wait on the street in 35 degrees celsius, without any roof, or protection. Than, the terminal buildung is very small, a joke, with no climate or ventillation. You can't sit down, because there are only a very limited number of chairs, eg. 100 for a lot of thousands. Facilities are also poor, as well as the wifi. The english knowledge is nearly non-existent in this airport, they only speak french. Security check is long and stupid, if you have your liquid in a transparent holder, they will throw it out, to put in the airport's """"dedicated"""" transparent holder, which is nearly the same, as yours. It's a shame, that this airport could exist in 2022 in the European Union."
472,2022,"A very small, and cramped airport. No services that I noticed past the security, except the duty free and vending machines. No lounges available, except 1 or 2 airline lounges. Horribly executed security lines."
473,2023,"Dirty, dirty, dirty..... Unfriendly people... Old facilities One of the worst french regional airports."
474,2024,"A terrible airport that has to be avoided! Only one toilet, only 2 places where you buy a sandwich or coffee; crowds of people waiting in queues, nervous staff, not enough seats for all at the gates, people sitting at the floor.I wonder how can France has such an airport?"
475,2025,"The Billi terminal is quite low-end... We were told that we were going to board at one gate then we were lied to, another gate was opened. As the first passengers, we found ourselves among the last... fucked up!"
476,2026,"I flew with easyJet so I had to sue the low cost terminal and it's really poor. Feels sheap with only the basic of facilities, a cafe with bland over priced food but the staff were nice at least. Waiting area is rubbish and the boarding process at the gate is poorly designed."
477,2030,"I find that they have overstated the size of this airport compared to a town of 115,000 inhabitants, moreover the journey to the other end of Brittany is not very pleasant, this airport welcomes too many low cost like ryanair"
478,2039,"Very poor airport. No facilities other than a small cafe before security. After security is just a small waiting area, a vending machine and one toilet with a queue the length of the departure lounge."
479,2040,"Nothing at all airside, just a vending machine. All car rental is now on the other side of a busy dual carriageway road, with an underpass and lifts that are out of action."
480,2045,"This airport is not great, the runway is 100 times too big for a town of only 44,000 inhabitants and what's more the local companies are really not great; Air France does not even offer a line to Chateauroux, plus the airport services are really bad"
481,2049,"This airport is not great, the runway is 100 times too big for a town of only 130,000 inhabitants and what's more the local companies are really not great. moreover clermont is not touristy at all"
482,2055,tiny tiny tiny airport.
483,2056,No public transport. The only SIX taxis in Dinard are a rip-off.
484,2060,"One of the worst airport experiences I've had. Far too many ski flights on a Saturday for the limited facilities. No queuing system, just carnage. Line for security through the centre of the main terminal, security could only be accessed after gate was called for flight, with only 4 lanes. Mens toilets were part way through replacing, leaving just a couple of cubicles for many thousands of customers."
485,2061,"Grenoble airport - perfect for weekday operations of 1 flight per day. Unfortunately, on a Saturday in winter, it receives closer to 20. Massive queues, large crowds, and a French ATC strike - what more could you want? Would recommend flying to GVA or Lyon instead."
486,2063,"If you are flying out from Grenoble airport during weekend in winter season and you expect departure to be hassle-free, think again! Grenoble airport is located close to French Alps so many people want to get to French Alps ASAP after landing. Arrival is relatively smooth but there will be always delay to departure as Grenoble airport is small airport and cannot handle huge number of passengers quickly. It took me 1 hour and 20 minutes to get to airside area from entry to check in area! Security area is small and only 3 lanes available for use with 2 other lanes under construction during busy time!!! Although I managed to get to airside area before boarding however all ten flights including mine that are scheduled to depart between 9 and 11:30am were delayed at least 30 minutes due to lots of missing passengers and it is because of over 1 hour and half long queue at check in and security area! I hope there will be big improvement to Grenoble airport so it can handle huge number of passengers during busy weekend for next winter season."
487,2064,"Small seasonal airport, would be really great if the staff was efficient : our flight had 40mins delay (it was 1/3 full...) due to the incompetence of the ground staff. The security was also so long with many trainees..."
488,2066,"it's a shame because the runway is big but there is barely one flight per day except in winter when the companies are present, but then the airport services are not there, I have one thing in conclusion, why do airports this big for one flight per day it's like chateauroux"
489,2068,"if you plan to fly to or from grenoble on a saturday be prepared for complete overcrowding and long waits. the airport is far to busy on winter saturdays due to all the ski flights, if at all possible avoid grenoble on saturdays."
490,2071,No cash withdrawal at the airport or around !!! Maybe time for some development there ;(
491,2074,"It's high time for an upgrade, it gets too crowded when all departures happen at the same time. The seating is not enough to accommodate everybody... Looking forward to expansion"
492,2075,"Dirty Crowded 15 minuts wifi (hey it is no more 1997 !) no lounge Saying ""it's africa!"" would be an insult for my african friends!"
493,2085,"Careful when leaving for a non schengen country. They have only 2 passports check points with 2 speeds, very slow and slug. And if there are 2 flights you will stay over on hour at the passport que. Horible experience"
494,2100,"Horrible airport, not even sure what positive aspect can even be mentioned. Chaotic, old, overcrowded, unfriendly staff in all areas, unorganized boarding, tiny and overcrowded lounge without windows and way to less bathrooms (that are dirty on top). In already was my 3rd time there, absolutely not recommendable."
495,2101,"Airport equivalent to an aerodrome, unworthy of the 2nd city of France: site to be razed and rebuilt."
496,2103,French border police sat there looking at the growing queue for a long time before letting anyone through. No sense of efficiency at all
497,2104,"I don’t know if the baggage staff was on strike or something, but I waited for an hour to get my luggage out, and all the passengers on the plane got angry."
498,2105,"Airport really not very busy, far from everything, not practical for access if you don't have your car there. Why don't we choose instead to develop flights to other French cities from Luxembourg? What is the point of having a loss-making airport in Lorraine?"
499,2106,"This airport is at least for strangers difficult to find, because of bad indicated directions and few street signs. The airport itself is not interesting, due to very limited flights. The destination and frequency network is inconvenient. In general, there are just few domestic destinations in France served. The infrastructure looks outdated and boring in many ways. The ticket prices for Hop by Air France, are by far to expensive. Jetairfly offers only some flights, for local Moroccan people living in Lorraine/Moselle to Morocco. Watch out: These are no tourist or holiday destinations. This is also the case for some seasonal flights to Algeria by air Algerie. Finally, you must be extremely flexible to find a flight from the middle of nowhere to almost nowhere. The location is far away from everything and everywhere. The region maybe needs the airport, but many passengers simply don´t need this poor airport."
500,2107,"To bad there are so few flights and it is poorly connected. Wanting to be close to Metz AND Nancy, it ended up in the middle of nowhere."
501,2108,"Airport essential to the economic development of the Lorraine region, accessible and on a human scale: to be preferred for your travels in mainland France."
502,2111,Bus from airport only once an hour? C'mon you french lazy suckers! Otherwise cozy and modern airport. Adding more toilets would be a great idea thou.
503,2115,"The airport overall is not bad, it's easy to reach it by public transportation, whilst by taxi is a little bit expensive. They have a really nice open lounge for smockers, not great food and retail service but more than acceptable. Actually, the prices inside the airport are not even that high as usual. The big problem, which really affects the overall grade, is that the free WiFi is for only 10 minutes! yes, 10 minutes, freaking unbelievable...but it just traces the french society. They are French and not German, nice people but still they tend to drown in an inch of water...it is not acceptable that an international airpot just gives you 10 minutes to surf the net. Just a little comparison: in Munich you have 24 hours..."
504,2116,Small and quite. A good airport for both small and large airlines.
505,2118,"Small airport with even smaller mentality. Not equipped for the current volumes and whilst easy to navigate, you can be caught in slow queues going through security. Airport needs more than just an upgrade!"
506,2119,"One of the worst airport in Europe. Facilities are old, always packed with people, no sitting space, it's always hot, no way to entertain kids, the food offer is very poor, security check pretty intense."
507,2120,"Too busy, not built to accommodate premium travelers and dated facilities including bathrooms that would probably not even be tolerated in prison!!!"
508,2121,"No lounge at the airport! Also, not that many options for food and you can't go through security before knowing the gate, which is displayed about 2h before the flight."
509,2122,"Luggage lost in Nantes on the way out: my suitcase did not even leave the airport. On return, wait 20 minutes before the first luggage appears on the conveyor belt. Always very long at this airport. Luggage service to be reviewed. Larger airports with more traffic have less trouble with suitcases. Waiting rooms not big enough"
510,2123,"Really small airport. Lounges are accessed before security. If you are flying in a smaller aircraft you will be boarded by bus, then you need to use the old hall which is poorly serviced"
511,2124,"Small airport, poorly designed. Baggage delivery can take a long time even if the number of passengers is not large. Rude security and immigration officers… Toilets not cleaned. No staff to guide you (or you risk running into an unpleasant agent…)! Looking forward to the redevelopment of this airport!"
512,2125,"Small and not very functional airport. People wait and queue in the middle of the hall. No staff is present to inform travelers. Toilets not cleaned, see “disgusting”. Friendly security staff but cold and disrespectful immigration officer."
513,2127,"Horrible service, all shops and restaurants were closed at 21:30 which is horrble, also the baggage drops was delayed by an HOUR because of the french"
514,2130,"This airport is the worst in Europe. Even though security was smooth, the boarding experience was the worst I have seen on any flight. Four flights, including ours were boarding from two gates in the small rest-stop like area. There were no buses, which we had to wait for 30min to get after which roughly 150 people were crammed onto. Staff were unhelpful, unfriendly and any concerns will not be handled very well."
515,2138,"The absolute worst airport I’ve ever been in (I’ve been in 30). There is so much useless staff they can’t even justify their purpose. They check the ticket 5 times before getting to the gate - not an exaggeration, literally I counted 5 times. Most of the staff doesn’t speak more than 2 words in English. Only 2 working border control desks for the whole terminal. Not to mention the whole airport is one cheap hangar with minimal improvements. Though they claim it’s a Paris airport, it’s very far away and it is very poorly connected to the city, even to the Beauvais train station."
516,2139,"Please, do not buy coffee in only bistro located after security-check - if you do not want stomach issues during flight :) - they do not clean cafe machine at all (when you ask them when they cleaned it last time - staff pretends they do not speak English :D )"
517,2140,"What is this airport without a waiting room, you wait standing and not a crazy choice for a drink or a bite to eat"
518,2141,This airport had one cafe and a shop. We take a bus from paris that goes directly to the airport. 1and half hour.
519,2143,"Dirty toilets, rude security staff, overall the airport is too small to handle the growth. Definitely wouldn’t be flying there again"
520,2144,"Very small and basic airport, far away from the city. On arrival we had wait essentially in a tent and on the return flight the border control held up basically all the flights and it was a chaos, the flights were delayed, and people had to stand in the que for hours. My worst airport experience, ever."
521,2145,"The worst airport I have ever been to. Very small, non-existent services and very dated structure. The staff at the controls are not at all courteous."
522,2146,The passport control area is optional on flights to Bulgaria; they've also forgot to stamp my passport until I reminded it
523,2147,"It's just a large garage or hall. Inside a few benches and a cafe. It's hard to call it an airport, even Walmart has better halls than those barracks at Beauvious. Ticket control is a pain in the a*s, they have a problem with everything, what passanger have"
524,2153,"If this is the airport for the Olympics they are in bad shape. Check-in is slow and there are no drop-off desks. At security checks you still have to take everything out, having to use a minimum of 3 baskets. Very few screens spelling out the gates. A disabled person had to go to the aircraft unaccompanied. And 45' for boarding, blocking everything to make 4 luggage labels to send to the hold. If I return to Paris it will be in 2025"
525,2179,Awful rundown airport with disinterested staff who work at a Glacial pace. Check in was an utter joke as desks did not send problem passengers to one side.
526,2184,This airport has a new terminal. Really beautiful and welcoming !!!
527,2185,"Airport has few facilities, and no bus service, and rip-off prices from the few taxis in the town (Rodez Town itself is nice)."
528,2189,"No problem getting to the airport from Strasbourg. 8min trip on the train then a short walk from the station to the terminal building. Checking was no issue (no hold luggage so no need to check in) Security was a bit of a hassle as they wanted to spend extra time looking at the cameras we had. Only a very small handful of toilets, but maintained well. No wifi at all. Only 1 eatery post-security, very expensive. Not enough seating! Especially as all passengers on the flight were rushed to the gate only to have to wait an extra half hour as the aircraft was running late (departed late from Stansted) and hand't even arrived by the time we were called to the gate. Staff didn't inform us of the delay, passengers had to ask."
529,2190,"Very friendly airport, which deserves to be known: low cost (Ryanair, Volotea and Vueling rub shoulders with Air France, Hop! to allow all travelers to choose their company for diverse and varied destinations."
530,2192,Good Airport in progress
531,2193,very dirty Airport
532,2204,"Arriving to the new part of the airport, which is bad designed. After desembarquing the aircraft, an then entering to the airport 'building' in fact it is an open area. It was a windy rainny day, therefore it was not pleasant, and furthermore, it was dangerous due to the water on the floor."
533,2206,"Toulouse's airport is a good airport but the staffs are quickly overwhelmed by the events. A road had been built up to drop the passengers close to the check in boxes. After the ouverture of te road, it has been closed a few days later. It cost a lot of money for nothing. And inside the airport, it always smells badly. I DO not know why."
534,2217,A tregedy. Worst intercon airport ever visited. No early check in. No AC Worst toilettes ever found Boarding process managed without any logic
535,2218,"Terrible airport, 30 minutes of free Wi-Fi per month. They do not answer the email for queries, French Polynesia is expensive in itself but this airport is an abuse. We had damaged luggage and the solution was to pack it, but the business was closed (even though there were 3 international flights being checked + domestic ones). Unfortunately “you have to think” that you are on vacation to avoid stress."
536,2219,"Mostly expected for a small airport, but needs air conditioning in the international departures area."
537,2227,"About as basic as they come. Getting to the airport is great as its so close to the town centre. Every flight requires you to check in normally rather than use mobile boarding passes, so this just wastes unnecessary time. Security just as slow, and there isn't much to offer in terms of food and drink at the airport."
538,2228,nice airport for a small city.
539,2229,Cute little cozy airport with nice service. Grazie Batumi!
540,2230,"Cool, but very long queues. Hopefully with more flights more staff will be engaged. Had to stand 90 minutes in queues."
541,2242,Don't have an idea about security check regulations and even when You showed them their own rules - don't react.
542,2245,"No drinking water taps, no self check-in and no online check-in possibility. Many places to charge phones. Expensive food, poor choice of shops."
543,2252,World's slowest airbridge operators by far hired by BER ... wondering how that is different as this just rightly suck ...
544,2254,"The security check messed up my entire departure procedure. I planned plenty of time (2hrs earlier to departure time) and I barely made it to my gate in time. For much of the delay, the airport cannot be held responsible as many fellow passengers didn't pack their hand luggage the right way (e.g. way too many liquids, liquids not in a transparent bag...). But the overall management of those cases was horrible. Each and every container was discussed separately. This is why it took me more than 1.5hrs to get through security. That's a no-go. During the time from bag drop to boarding, the gate changed a total of three times. Even when all passengers were lined up at the gate, they changed it one more time to a gate on another level. No good visit this time at BER..."
545,2255,"This airport is a joke. Queue to check in, even though we had done online check in and had boarding cards. Security is so slow it is unbelievible (we arrived 2 hours early and only just made our flight). Only 1 gate check in agent who was taking cabin bags off people to check them into the hold (we had been warned this would happen, but still people turn up with cabin bags that need to be then processed, thus slowing down loading time). Needless to say we missed our departure slot and had to wait on the ground for 30 minutes, so all those people who thought they were saving themselves time at Heathrow, got the double whammy of a delayed departure and still having to go to baggage reclaim."
546,2256,"So much for German efficiency, this airport is the principle airport of a major European city, however it feels more likes a regional airport that is grossly understaffed."
547,2264,"Waiting for the checkin was a pain. Very crowded even if you are on the counter soon. They told us NOT to wait in line until a certain time because they are processing another flight first. But that led to chaos with newcomers for our flight, standing in line before us even if we where there sooner. Security check was taking a long time, because a lot of flights are taking place during a specific time. Very crowded for a small airport like that."
548,2271,"There were only two passport officers on duty at BRE, which made things VERY slow exiting the airport."
549,2272,"Was there during snow storm, horribly mismanaged place. Our flight was delayed over 7 hours. They boarded us at one point onto buses, then left us waiting on them for over an hour in the freezing cold, only to drop us off back at the terminal with no explanation. There was no staff to help. We left at 3 am, they did not offer any help during this whole time."
550,2273,"There are no water fountains at this airport. Cafes refuse to serve tap water. Some flight announcements are only made in English. Rubbish food services is certain parts, which also close at 20:00 or earlier. Not functional playing areas. Very slow security control."
551,2274,Passport control over an hour to get through. Was in the queue for longer than we were in the air for a flight from London!
552,2275,Waiting time at the baggage claim was 90 minutes after landing. That is really too much for an airport with that size.
553,2278,"I had an unpleasant experience with this airport in May. The plan was to have a 1.5-hour layover in my travel from LHR to a city in Schengen area. The airport does not seem to be designed for connecting flights. The path to my departure gate was through arrivals/baggage claim and then I had to join a horrendous queue to security check (the same queue also for those who start their journey at CGN). I tried to find out if I there was a fast track, but it turned out that you had to book it online 12 hours in advance… People who managed the flow of the line to security were either extremely rude or pretended not to speak a word in English. I am just happy that Eurowings waited almost 20 minutes post declared gate closing time and I still managed to catch my connecting flight."
554,2279,"Hard to find directions for connecting flights, so this might lead to people wandering around without finding where to go"
555,2280,"Worst airport ever, staff shortage in summer, 5h queue to go through the security check. At least half of the passagers couldn’t make it to the aircraft due to a poor organisation. The only thing I can hope for is a group action to make the airport pay for all the holidays they ruined. They are 100% responsible for this absolute chaos due to their lack of anticipation and organisation."
556,2281,"Huge queues for check in, security and passports due to staff shortages on a large scale. It took us two and a half hours just to get through check ins and security, then a further 20 odd minutes at passports. This all being (allegedly) due to staff shortages through gross inefficiency on the part of the airport authorities. This is endemic throughout the German aviation industry, so I won't be going back there anytime soon...."
557,2283,"The worst airport I've ever been. Very small, cramped, no air condition (very hot inside). Only one small shop and bar. There's no to do here. I was very bored. Staff delays flights in an empty airport. Ground handling takes over an hour"
558,2284,"The airport has almost no retail after (or even before security) whatsoever. Just one Heinemann (which was closed), one shop outside of security and one bistro inside. No seating - for 1 gate 9 seats in total - like WTF?"
559,2285,"Parking is way too expensive for this airport, even shuttles from parking lot to terminal have to be paid. The Shuttle Bus to Dortmund Main Railway Staion can not be used with regular local tickets and also needs to be paid extra... Foot courts are closed in the evening, no drinking water fountains available."
560,2288,Utter crap. Parking expensive. Charging for a 1 minute bus transfer to the terminal. Poor a facilites.
561,2293,unfortunately was my luggage still in Frankfurt but it was fast delivered to my home the same evening
562,2294,"Most shops were closed, refreshments close at 4 p.m. After check-in, there are already two vending machines that were both broken."
563,2301,Nice and small airport! But very slow at luggage.
564,2302,Not enough seating space at the gates. Our gate had 20 seats for a full A320... Washrooms were simply the most dirty ones I've seen in years.
565,2303,As usual airport understaffed. Security lines take forever not because there is too much people but because they open only 1 or 2 in places when they can open up to 5. Bathrooms dirty and smelly.
566,2304,First waiting on the plane because the bus to take us to the terminal wasn´t there. Then waiting for the luggage because there are not enough workers to do that timely even if there were only the last few flights arriving at that time. Overall almost 2hs delay after arriving. This airport always shows such a big lack of manpower. Bathrooms dirty and smelly.
567,2313,"Not much flies from Erfurt-Weimar airport anymore. Since Lufthansa began offering ExpressRai connections from Erfurt main station (XIU), Erfurt has once again become part of the international scheduled flight network. Very comfortable and very useful."
568,2318,Absolute Chaos as always. This airport grew and was never generally reconstructed. Just added here an there a few stuff. Baggage claim took ages (around 45 minutes) until they started service.
569,2319,Absolute Chaos as always. This airport grew and was never generally reconstructed. Just added here an there.
570,2321,"Don't like the Siko in front of the gates. Super slow.. Lounge JAL isn't great either. No buffet, must be ordered and very small portions. At least with toilet/shower"
